method,region,metric_group,quantity,metric,value,lbfgs_evals,final_total_loss
prior_noise_10pct,far-wake,v1_mode,v,n,16393,3156,0.0018255735049024224
prior_noise_10pct,far-wake,v1_mode,v,rel_L2,0.279168343306454,3156,0.0018255735049024224
prior_noise_10pct,far-wake,v1_mode,v,amp_ratio,0.8581488073081793,3156,0.0018255735049024224
prior_noise_10pct,far-wake,v1_mode,v,corr,0.9748272375066555,3156,0.0018255735049024224
prior_noise_10pct,far-wake,v1_mode,v,phase_deg,-7.57718690669494,3156,0.0018255735049024224
prior_noise_10pct,far-core,v1_mode,v,n,12460,3156,0.0018255735049024224
prior_noise_10pct,far-core,v1_mode,v,rel_L2,0.2765392647790837,3156,0.0018255735049024224
prior_noise_10pct,far-core,v1_mode,v,amp_ratio,0.857607241922333,3156,0.0018255735049024224
prior_noise_10pct,far-core,v1_mode,v,corr,0.9762484319928335,3156,0.0018255735049024224
prior_noise_10pct,far-core,v1_mode,v,phase_deg,-7.791604813187759,3156,0.0018255735049024224
prior_noise_10pct,other,v1_mode,v,n,6298,3156,0.0018255735049024224
prior_noise_10pct,other,v1_mode,v,rel_L2,9.045155025269532,3156,0.0018255735049024224
prior_noise_10pct,other,v1_mode,v,amp_ratio,9.45925550687276,3156,0.0018255735049024224
prior_noise_10pct,other,v1_mode,v,corr,0.5025465724755647,3156,0.0018255735049024224
prior_noise_10pct,other,v1_mode,v,phase_deg,24.335417682621653,3156,0.0018255735049024224
